Date,Open,High,Low,Close,Volume,Symbol,Currency
2014-09-17,310.50883809321385,315.6910383442628,303.1861530665192,308.839652984796,3071840,LTC,INR
2014-09-18,308.5252252415721,308.5252252415721,278.9562000573351,285.36797976851267,4569260,LTC,INR
2014-09-19,284.4716352942487,288.6306969801135,258.1965069091184,262.6523695068463,3917450,LTC,INR
2014-09-20,262.7391293677829,280.14987716469295,255.03090061554576,260.1440313792482,5490660,LTC,INR
2014-09-21,258.72571890943436,260.9748771455889,252.16634930306827,257.68488997066015,2931220,LTC,INR
2014-09-22,258.3775928685809,268.78040942825646,256.1990566527438,258.1597334436028,1855960,LTC,INR
2014-09-23,258.639404296875,297.76235246658325,255.52106714248657,289.54077672958374,4661670,LTC,INR
2014-09-24,289.3013278320159,289.35741838678587,282.1965242278184,284.5808525847824,2662290,LTC,INR
2014-09-25,283.7321815670657,284.0629732768066,270.5254501401214,274.5358646737059,2046960,LTC,INR
2014-09-26,277.31561149833396,279.89140722389493,269.8673282330401,272.62145256339863,1548350,LTC,INR
2014-09-27,272.6706527276292,276.0433855591418,270.43242642446785,271.896497819298,889525,LTC,INR
2014-09-28,272.069900543529,274.0984543947161,258.42893510522117,260.30132681416035,1741170,LTC,INR
2014-09-29,259.0802183109918,264.74281355389394,256.6634453539155,259.6402449515881,1712650,LTC,INR
2014-09-30,261.73506399891266,280.0052066027092,260.11868839032104,275.43306288271197,2456420,LTC,INR
2014-10-01,276.39475450448305,278.42119515304876,271.0720462578247,273.77356425558173,1172180,LTC,INR
2014-10-02,273.3978544705933,275.4547465611322,264.51612273934734,266.7643200958537,1124950,LTC,INR
2014-10-03,265.381458912012,266.66864638324114,255.83861732843616,256.5193595007204,1471270,LTC,INR
2014-10-04,256.397103644078,263.21141013239145,238.87933059813076,241.96300240420533,6948810,LTC,INR
2014-10-05,242.20077583639065,248.42770929095786,213.84806650918563,227.2751609356292,8143680,LTC,INR
2014-10-06,227.8782779647272,240.91264825558122,219.82910726031517,235.22100139843502,9482680,LTC,INR
2014-10-07,233.41392183466272,241.7709328585952,225.75533136779634,236.18673521348504,7096400,LTC,INR
2014-10-08,236.2246451169258,240.7843570364448,229.62954055209957,239.43642707661368,5850860,LTC,INR
2014-10-09,237.95679702535108,245.27091044636836,235.31885485565633,237.47218727945256,8316140,LTC,INR
2014-10-10,237.90843762536315,238.94760827505797,230.30473858989717,232.3269379926178,6313690,LTC,INR
2014-10-11,231.62703374103694,234.2539478566223,224.42668637314,230.2077159651535,3498570,LTC,INR
2014-10-12,230.4469191434464,235.0167007720047,225.53235731038967,234.9471453410706,2712090,LTC,INR
2014-10-13,235.70215455833022,238.72315721735504,232.31592116759202,236.64214996928422,4200710,LTC,INR
2014-10-14,235.74731164084372,257.98837596998055,235.74731164084372,248.64273658879029,8247860,LTC,INR
2014-10-15,250.29866124691762,250.29866124691762,245.12690263168133,249.035790127351,4837180,LTC,INR
2014-10-16,249.03569445754692,251.43290172339766,242.96098324798731,244.9328979558995,4204880,LTC,INR
2014-10-17,246.36365297945486,247.88140777427543,244.04719217719864,246.47659758759983,3561280,LTC,INR
2014-10-18,246.37538155961013,252.30695277709674,244.09656405476562,250.333666992683,2386140,LTC,INR
2014-10-19,250.37501869937842,250.68549496552077,245.3143644589909,246.2093419487046,1576340,LTC,INR
2014-10-20,244.42390093475115,244.42390093475115,237.91442631096294,239.89936155168107,2252890,LTC,INR
2014-10-21,239.51168725464777,243.0714856269833,238.811251156847,241.23893914002107,1948840,LTC,INR
2014-10-22,240.96150689900426,242.1238394543216,234.70229637891046,234.99211419229323,2094200,LTC,INR
2014-10-23,235.04986609921252,236.21626123361966,227.6934146523363,228.49260996967314,3191780,LTC,INR
2014-10-24,228.5950296623505,231.0597863897201,227.67868536371222,229.0865118954025,3557710,LTC,INR
2014-10-25,229.15986549480203,229.83902392484745,221.84321924879532,224.19734073415384,2370430,LTC,INR
2014-10-26,224.28292236254129,230.2993312425178,223.82933390227663,227.84251763290558,1986590,LTC,INR
2014-10-27,227.7746786584612,238.12712926427048,227.10248857281115,232.86650105838635,2694530,LTC,INR
2014-10-28,233.6845232080641,238.85256097421282,232.60630318138828,235.7564032891432,2222000,LTC,INR
2014-10-29,235.72305040470383,235.75057548312907,227.61779730303533,228.01852276911814,2551500,LTC,INR
2014-10-30,228.86136282503503,234.05019861089383,227.94396697976478,232.00886573941534,2667440,LTC,INR
2014-10-31,232.50240373464842,233.72429572912006,230.08624355062423,230.61947379552657,2303900,LTC,INR
2014-11-01,230.78288778888964,230.812986897643,218.64618015435917,219.35205185662198,2476220,LTC,INR
2014-11-02,219.73846289658835,222.56622656196853,218.3636000545157,220.24343952553681,2031400,LTC,INR
2014-11-03,220.1677029383509,224.82412694324103,218.35523187744639,219.68571820171474,2034500,LTC,INR
2014-11-04,219.88432807223037,222.2861870723509,217.87182912996923,220.58074550724726,2336120,LTC,INR
2014-11-05,220.04291874455885,224.99375042246083,220.04291874455885,223.38556119587247,2855540,LTC,INR
2014-11-06,223.51812248783426,225.06894145250408,222.0826894874572,223.97349174737246,2461750,LTC,INR
2014-11-07,224.42915038875526,225.18489941542884,218.60700344849556,218.75335028608882,2417010,LTC,INR
2014-11-08,218.70907384353904,220.06806740834236,217.21357102158981,218.68510298805268,1508220,LTC,INR
2014-11-09,218.5977816331433,223.66848990239487,218.11198695635994,223.3093669023101,1873830,LTC,INR
2014-11-10,223.42505667630758,229.51054522496995,221.0506568285491,227.32929451862583,3545550,LTC,INR
2014-11-11,227.56931157437066,229.9868222314035,226.08336858207625,226.1775052975281,2783960,LTC,INR
2014-11-12,226.26660009510488,254.66145745187532,226.26660009510488,250.17884749484438,8733140,LTC,INR
2014-11-13,253.6333232920224,266.9643135749884,246.66131764661804,251.46520297539246,13963000,LTC,INR
2014-11-14,251.63818082326543,251.98926777553424,237.84998529810764,245.71726707498328,7587850,LTC,INR
2014-11-15,245.89526293195377,248.6915938515176,234.65393098717868,237.3997457985024,3891770,LTC,INR
2014-11-16,236.59041606785195,240.2712047441582,235.65419398507856,239.2044190804654,2991050,LTC,INR
2014-11-17,239.46159233195064,246.6462575191708,236.37126663346496,239.26906673285336,3967100,LTC,INR
2014-11-18,239.57340351776384,241.48311530002596,231.95186085786827,233.08260621271347,4024840,LTC,INR
2014-11-19,233.29156050922666,237.2396663639238,232.82991567683348,234.98881488552342,2858300,LTC,INR
2014-11-20,235.79549399337338,236.44832103973386,222.07373636426837,223.69218864953385,3682840,LTC,INR
2014-11-21,223.80830089281426,223.80830089281426,215.51743573055683,216.54039037815983,3851320,LTC,INR
2014-11-22,216.80110068025718,224.20027430697613,216.06296528335133,218.172682830761,2446510,LTC,INR
2014-11-23,218.14110350372175,223.6640162910589,217.7045440364236,222.57356249281383,1686970,LTC,INR
2014-11-24,222.00496138900144,227.8375746032898,220.45787807228226,224.09924516081992,3281530,LTC,INR
2014-11-25,224.21588858317048,228.65199341505286,219.27197409393645,220.66058686481483,3468870,LTC,INR
2014-11-26,220.70138774015956,221.829362539238,218.65263283321838,220.17885254828798,2497390,LTC,INR
2014-11-27,220.27853341879657,221.2164820856933,219.51915886435654,219.95786015696194,1764690,LTC,INR
2014-11-28,220.24554998383613,225.3162583581843,216.5417911776176,222.90954879264248,2007140,LTC,INR
2014-11-29,222.96213625418204,224.90493769714612,220.8349985046434,221.8221857874205,2264640,LTC,INR
2014-11-30,221.80238069464212,223.5441670820128,220.34945667312604,221.1919030879808,1206290,LTC,INR
2014-12-01,222.41241508970506,224.3612418098719,221.8556985560972,222.50884202972793,1275120,LTC,INR
2014-12-02,221.64933459304484,226.8281902899016,221.63694293675053,224.93938580218037,2051950,LTC,INR
2014-12-03,224.16685876401516,225.7022838253206,221.32894164471782,223.17948622751828,1715450,LTC,INR
2014-12-04,223.40531514934992,224.95790027574458,221.82922231764954,222.2257120649174,2291670,LTC,INR
2014-12-05,222.05366493686415,223.80953606083858,220.9217951933515,223.54511396602084,2350920,LTC,INR
2014-12-06,223.4048528559515,224.16294338627267,222.6455397177606,223.31589708576578,1690520,LTC,INR
2014-12-07,223.38262496106654,231.65722029331573,222.9445778185291,229.28659836408679,1759240,LTC,INR
2014-12-08,229.58889062966318,233.10852824740226,226.17325713300215,226.17325713300215,2295450,LTC,INR
2014-12-09,225.94602917049087,226.80530195192478,215.28427283857488,217.6716837273725,3606940,LTC,INR
2014-12-10,218.03055313249934,219.07249330030754,215.41518477012505,216.54684461315992,1982380,LTC,INR
2014-12-11,216.6341423189533,220.71888880004735,213.26737518007212,215.83740092820517,2667680,LTC,INR
2014-12-12,217.33731544919286,218.18195055117212,217.33731544919286,217.82523681111707,2060970,LTC,INR
2014-12-13,217.81647871352834,218.0157701178432,216.12908524476734,217.1605150778014,2121910,LTC,INR
