Date,Close,High,Low,Open,Volume,Open_INR,High_INR,Low_INR,Close_INR
,,,,,DOGE-USD,,,,
2023-08-28 00:00:00+00:00,0.0627106428146362,0.0631741806864738,0.0627106428146362,0.0631741806864738,0,5.5361431804575965,5.5361431804575965,5.49552196463537,5.49552196463537
2023-08-28 01:00:00+00:00,0.0626656264066696,0.0627351775765419,0.0625686421990394,0.0627140998840332,4274992,5.495824918009021,5.497672019504819,5.483078024229424,5.4915770416104115
2023-08-28 02:00:00+00:00,0.0625913888216018,0.0627142265439033,0.0625913888216018,0.062662772834301,708784,5.491326974493802,5.495836017593827,5.485071379078016,5.485071379078016
2023-08-28 03:00:00+00:00,0.0625369548797607,0.0626336559653282,0.0625328198075294,0.0625925436615943,755344,5.4851725811748135,5.488775375820921,5.4799388004783465,5.480301169276569
2023-08-28 04:00:00+00:00,0.0625697523355484,0.0626211017370224,0.0625372752547264,0.0625372752547264,4891792,5.480329244696974,5.487675211091187,5.480329244696974,5.483175308825707
2023-08-28 05:00:00+00:00,0.0624059289693832,0.0625915825366973,0.0622218027710914,0.0625708922743797,5634064,5.483275205088998,5.485088354913607,5.452683443518078,5.468818975248606
2023-08-28 06:00:00+00:00,0.0625007450580596,0.0625007450580596,0.0623621493577957,0.0623960942029953,2462160,5.467957125133921,5.477127993854301,5.464982436404738,5.477127993854301
2023-08-28 07:00:00+00:00,0.0623483918607234,0.0625042244791984,0.0622942112386226,0.0624997727572917,0,5.477042788217963,5.4774329059782145,5.459028814987471,5.463776825619297
2023-08-28 08:00:00+00:00,0.0623600408434867,0.062380027025938,0.0622601807117462,0.0623465999960899,0,5.463619799140074,5.466549110154884,5.456046617715628,5.464797660963477
2023-08-28 09:00:00+00:00,0.0622602924704551,0.0623890571296215,0.062210738658905,0.0623588897287845,4081936,5.464696785325055,5.467340445260191,5.451713862139056,5.456056411466926
2023-08-28 10:00:00+00:00,0.0624058060348033,0.0624058060348033,0.0622464641928672,0.0622629113495349,0,5.456285911705797,5.468808202122168,5.454844597972333,5.468808202122168
2023-08-28 11:00:00+00:00,0.0624179057776927,0.0624184310436248,0.0623569935560226,0.0624017938971519,0,5.468456606450384,5.4699145695610625,5.464530618011278,5.469868538929935
2023-08-28 12:00:00+00:00,0.0628324970602989,0.0629417449235916,0.0624179244041442,0.0624179244041442,5725856,5.46987017122182,5.5157741364970425,5.46987017122182,5.506200418139712
2023-08-28 13:00:00+00:00,0.0626871958374977,0.0628477334976196,0.0626871958374977,0.0628326833248138,427632,5.506216741058548,5.507535632900724,5.493467235611944,5.493467235611944
2023-08-28 14:00:00+00:00,0.0628654882311821,0.0628988370299339,0.0626852139830589,0.062685526907444,0,5.493320982259149,5.512013988913336,5.4932935597554975,5.50909153352444
2023-08-28 15:00:00+00:00,0.0631501078605651,0.0633475109934806,0.0628660470247268,0.0628660470247268,3407792,5.5091405022809505,5.551332635812223,5.5091405022809505,5.534033606426867
2023-08-28 16:00:00+00:00,0.0632602125406265,0.0634359121322631,0.0631504133343696,0.0631504133343696,2644496,5.534060376013765,5.559079493093115,5.534060376013765,5.54368241021086
2023-08-28 17:00:00+00:00,0.0632544606924057,0.0633411258459091,0.0632513836026191,0.0632602423429489,0,5.543685021877876,5.550773086154435,5.542908703857898,5.543178358477121
2023-08-28 18:00:00+00:00,0.063242956995964,0.0632533580064773,0.0631754174828529,0.0632533580064773,0,5.543081726797591,5.543081726797591,5.536251564638686,5.542170255009633
2023-08-28 19:00:00+00:00,0.0630593672394752,0.0633023753762245,0.0629026219248771,0.0632591694593429,3542208,5.543591001865361,5.547377266119212,5.5123456706241365,5.526081733285362
2023-08-28 20:00:00+00:00,0.0632571578025817,0.0632909089326858,0.0630623251199722,0.0630623251199722,640032,5.526340941236524,5.546372427235492,5.526340941236524,5.5434147143419
2023-08-28 21:00:00+00:00,0.0632069259881973,0.0633231997489929,0.0631924867630004,0.0632570087909698,0,5.543401656006831,5.549202168445389,5.53774739692107,5.539012749589458
2023-08-28 22:00:00+00:00,0.0633952021598815,0.0633965283632278,0.0632015615701675,0.0632075816392898,0,5.5390702062637684,5.555628175133844,5.5385426495268995,5.555511955951706
2023-08-28 23:00:00+00:00,0.0634397119283676,0.0635469630360603,0.0633847415447235,0.0633948519825935,1287792,5.555481268864295,5.56881121730481,5.5545952608297275,5.559412480637433
2023-08-29 00:00:00+00:00,0.0635293200612068,0.0635309070348739,0.0633873417973518,0.0634343773126602,0,5.55894499224189,5.567404181700904,5.5548231287767145,5.567265110432401
2023-08-29 01:00:00+00:00,0.0634902864694595,0.0636880323290824,0.0634714439511299,0.0635283440351486,0,5.567179578337686,5.581173543116556,5.56219325309081,5.563844479560541
2023-08-29 02:00:00+00:00,0.0632670447230339,0.0634871646761894,0.0632590800523758,0.0634871646761894,347936,5.563570907440803,5.563570907440803,5.543583166864323,5.54428113487387
2023-08-29 03:00:00+00:00,0.0632313787937164,0.0632776692509651,0.0631448626518249,0.0632670894265174,0,5.544285052374384,5.545212194164434,5.533573953032369,5.541155622374615
2023-08-29 04:00:00+00:00,0.0632268786430358,0.0632746070623397,0.063208669424057,0.0632268264889717,0,5.540756690238196,5.544943845378718,5.5391655321097915,5.540761260655465
2023-08-29 05:00:00+00:00,0.0632780119776725,0.0632780119776725,0.0632119551301002,0.0632236748933792,0,5.540480506451444,5.545242228335091,5.539453468398103,5.545242228335091
2023-08-29 06:00:00+00:00,0.0630238130688667,0.0632716193795204,0.0630236119031906,0.0632716193795204,1004992,5.54468202576055,5.54468202576055,5.52294838578507,5.522966014537414
2023-08-29 07:00:00+00:00,0.0630257874727249,0.0631069839000701,0.0630077347159385,0.0630237683653831,173984,5.522962097036892,5.530254524257307,5.521557020183246,5.523139037477107
2023-08-29 08:00:00+00:00,0.062993124127388,0.0630294308066368,0.0629743859171867,0.0630283206701278,0,5.5233610291733095,5.523458313769594,5.51863456479435,5.520276650429537
2023-08-29 09:00:00+00:00,0.0628734305500984,0.0629922971129417,0.0628729462623596,0.0629922971129417,0,5.520204176669889,5.520204176669889,5.509745103194745,5.509787542783726
2023-08-29 10:00:00+00:00,0.0626812055706977,0.0628964379429817,0.0625421404838562,0.0628737360239029,4261168,5.509814312370622,5.511803749718694,5.480755599337044,5.492942290542082
2023-08-29 11:00:00+00:00,0.0626511201262474,0.0627788230776786,0.062608316540718,0.0626793876290321,1212896,5.492782978854219,5.501496805847118,5.486554805942085,5.490305812691247
2023-08-29 12:00:00+00:00,0.0627125650644302,0.0627125650644302,0.062561422586441,0.0626519992947578,0,5.4903828568681625,5.495690417157785,5.482445347895233,5.495690417157785
2023-08-29 13:00:00+00:00,0.0627811998128891,0.0628188475966453,0.0626882538199424,0.0627123787999153,0,5.495674094238949,5.505004274647201,5.493559949790943,5.5017050862915085
